
Friday 06-February-2004 05:42 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 11:18 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 11:36 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 11:57 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 12:40 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 13:07 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 17:37 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 18:40 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 18:58 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 19:39 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 19:59 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 20:18 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 20:33 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Friday 06-February-2004 21:04 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 00:27 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 08:46 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 12:31 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 13:08 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 17:08 - p50841733.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461; DVD Owner)" - "-"
Saturday 07-February-2004 17:43 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 21:13 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 22:48 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Saturday 07-February-2004 23:12 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 00:56 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 01:12 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 01:23 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 01:39 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 01:44 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 10:20 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 12:19 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 12:37 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 12:38 - p508410FE.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Sunday 08-February-2004 13:03 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 17:26 - p508BAE04.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 18:45 - p508BAE04.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 19:01 - p508BAE04.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 21:57 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 22:27 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 23:09 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 23:21 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 23:25 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Sunday 08-February-2004 23:41 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 01:52 - nat5.sau.edu - "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)" - "-"
Monday 09-February-2004 03:26 - nat5.sau.edu - "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)" - "-"
Monday 09-February-2004 05:50 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 06:03 - proxy10.sap-ag.de - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.0.3705)" - "-"
Monday 09-February-2004 09:27 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 13:16 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 13:25 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 13:26 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 13:33 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 13:43 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 13:58 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 14:25 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 14:36 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 14:40 - pool-141-149-175-208.bos.east.verizon.net - "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)" - "-"
Monday 09-February-2004 14:42 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 15:12 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 15:22 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 15:30 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 15:41 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 16:30 - pool-141-149-175-208.bos.east.verizon.net - "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)" - "-"
Monday 09-February-2004 16:53 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 17:38 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 18:16 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 18:30 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:21 - woh-166-218-54.woh.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 19:24 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:30 - woh-166-218-54.woh.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 19:35 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:41 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:46 - 129-50.8-67.swfla.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 19:48 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:50 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:57 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:58 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 19:58 - 129-50.8-67.swfla.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 20:01 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:03 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:09 - ip68-3-111-249.ph.ph.cox.net - "Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.0.2) Gecko/20030208 Netscape/7.02" - "-"
Monday 09-February-2004 20:12 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:19 - cdm-66-233-60-9.fayt.cox-internet.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; DigExt)" - "-"
Monday 09-February-2004 20:28 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:31 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:45 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:46 - p508BA039.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 20:57 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 21:04 - dialup-67.75.212.75.Dial1.Seattle.Level3.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; DigExt)" - "-"
Monday 09-February-2004 21:12 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 21:13 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 21:26 - p508BAB83.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
 - cdm-66-233-60-9.fayt.cox-internet.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; DigExt)" - "-"
Monday 09-February-2004 21:28 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 21:34 - woh-166-218-54.woh.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 21:43 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 22:04 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 22:31 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 22:48 - c-67-164-163-121.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Monday 09-February-2004 23:17 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 23:26 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Monday 09-February-2004 23:54 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 00:16 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 00:26 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 00:38 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 00:46 - 065-117-222-053.classicnet.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
Tuesday 10-February-2004 00:55 - c-24-8-88-112.client.comcast.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 01:43 - nat4.sau.edu - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461; FunWebProducts-MyWay)" - "-"
Tuesday 10-February-2004 02:29 - nat4.sau.edu - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461; FunWebProducts-MyWay)" - "-"
Tuesday 10-February-2004 02:49 - nat4.sau.edu - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461; FunWebProducts-MyWay)" - "-"
Tuesday 10-February-2004 03:15 - ip68-3-111-249.ph.ph.cox.net - "Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.0.2) Gecko/20030208 Netscape/7.02" - "-"
Tuesday 10-February-2004 05:43 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 06:04 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 06:08 - p508BBE3D.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 06:14 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 06:21 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 06:27 - dhcp024-210-085-136.columbus.rr.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 07:22 - nat4.sau.edu - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461; FunWebProducts-MyWay)" - "-"
Tuesday 10-February-2004 07:31 - bfce.heidelberg.army.mil - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts; .NET CLR 1.0.3705)" - "-"
Tuesday 10-February-2004 07:55 - p508BA82D.dip.t-dialin.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)" - "-"
Tuesday 10-February-2004 08:00 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 08:08 - bfce.heidelberg.army.mil - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts; .NET CLR 1.0.3705)" - "-"
Tuesday 10-February-2004 08:12 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 08:21 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 08:29 - 12-217-84-228.client.mchsi.com - "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)" - "-"
Tuesday 10-February-2004 08:40 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 08:50 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 08:57 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 09:18 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 09:28 - gate1.lci.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Qwest - 12302003-sms)" - "-"
Tuesday 10-February-2004 09:35 - 065-117-222-053.classicnet.net - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" - "-"
